well_number,well_type,well_name,operator_id
40,2R,JEMIMA RICHARDS,19386
W-15,2R,SOUTH GLENN UNIT,17630
3,2R,RIPPETOE,15005
2-33W,2R,SOUTH GLENN UNIT,17630
1,2D,WALKER,12924
2,2D,GEO,19333
3,2D,GEO,19333
W-22,2R,SAM KEYS TRACT 1,13989
31,2D,FARRIS M,23271
13,2D,MILLER,23271
32,2D,FARRIS M,23271
W-23,2R,SAM KEYS TRACT 1,13989
29,2R,"SAM KEYS ""1""",13989
8-A,2R,SLICK,21551
1-30,2R,SAM KEYS,13989
A-15,2R,MILLER,23271
2A,2D,RICHARD RIVERLAND,20862
4-18,2D,LIZZIE STAR,21860
11,2R,TAYLOR B,21624
1,2D,WILDCAT,16003
1,2R,HEYBURN UNIT,11750
2-23,2D,BOBCAT,22606
2-23,2D,BREWSTER,22362
4-23,2D,BOBCAT,22606
5,2R,HOSKINS DESTEIGUER,8610
3I,2R,MID GLENN,22840
9,2R,SPSU TR16,23934
10,2R,SPSU TR16,23934
12-09,2R,STROUD PRUE SAND UNIT,23934
1-18,2D,HAWK,22606
5-3,2R,SPSU,23934
11-06,2R,STROUD PRUE SAND UNIT,23934
13,2R,STROUD PRUE SAND UNIT TR 7,23934
3R,2R,STROUD PRUE SAND UNIT TR 7,23934
7-4R,2R,STROUD PRUE SAND UNIT,23934
11-11,2R,STROUD PRUE SAND UNIT,23934
5,2R,SPSU TR16,23934
6,2R,SPSU TR15,23934
46-3,2R,SPSU,23934
1-16,2D,MCBRIDE,21671
13,2R,SPSU TR12,23934
1-25,2R,BRYANT,23678
53W,2R,LUTHER MANUEL,19386
1,2D,JACK,22892
C-31 SWD,2R,POWELL,22550
35 SWD,2R,BEN VANCE,22550
8,2D,ADA WILLIAMS,13861
6,2D,JEMIMA  ,22550
1,2D,LENA YAHOLA W-1,19470
1,CDW,BUSTER,22829
1-20 SWD,2D,WHEELER,23778
1 SWD,2D,GASKINS,23678
1,2D,GEAR SWD,23778
7-7,2D,SARAH DEERE,23556
3,2R,SISSIE LEE ,15112
1,2D,PANTERA SWD,23778
25,2D,B WILSON,23271
1,CDW,FOUNTAIN SWD,14665
1W,2D,MILLS,23059
2A,2D,E. YAHOLA,19947
1-33 SWD,2D,VANMETER,23778
35,2D,MCBRIDE,23271
3I,2R,BROWN,22840
33,2R,FARRIS M ,23271
A-22,2R,MILLER,23271
3,2D,JUNIOR JONES ,19470
35,2R,M FARRIS,23271
SWDW,2D,PICKETT,20882
1-8 SWD,2D,GRIFFIN,23402
10,2R,DAR-LIN ,21902
6A,2R,PICKETT,21175
12,2R,DARLIN,21902
15-1,2D,ANDERSON ,23420
1,2D,EMERALD SWDW,20882
2-14,2D,LLAMA ,22362
B-10,2R,RICHARD SURPLUS,15458
2,2D,DOTY,23380
5,2D,MAHAN,23987
S-1,2D,CUSHING CO-OP WFS,23271
8-11W,2R,W GLENN SAND UNIT,22141
8-10W,2R,W GLENN SAND UNIT,22141
2,2D,MERRITT,19672
4,2D,"WACOCHE, BENJAMINE",19386
1,2R,PRESTON,10368
14-3,2R,SPSU,23934
45-8,2R,SPSU,23934
2,2D,"JOHNSON, ESTER",20067
2-A,2D,CONEISENNEY,13015
2,2D,SANDY FOX,19958
1,CDW,BARNHART,15892
1,CDW,DEBORD,22964
1,CDW,CARTWRIGHT UNIT,22078
1,2D,VERA,6778
1-6SWD,CDW,NED,20917
1-3,CDW,RIVER BEND,22874
1-12,2D,ARLENE,23901
23-1,CDW,SAPPINGTON,22811
1-2,CDW,PITZER,23996
1,CDW,HAMMON SWD,22383
1-33 SWD,2D,HAMAR,3186
1,2D,PICKERING,17713
1-13 SWD,CDW,FONDA,23514
1,2D,"FLORENCE ""A""",20266
1 SWD,CDW,CHERRY MASH,23514
1,2R,TURNER,16346
3-34,2D,WILLIS,23349
1,2R,IOCHEM SNYDER,16346
2,2D,BAILEY,16346
28 SWD 1,CDW,PROSTAR,6722
1,CDW,SEILING SWD,22078
5-20WI,2R,BURGESS,15342
1-14,2D,JANE SWD,3186
 1-12,CDW,REDINGER ,22383
2-35,2R,KENNEDY,16346
2-12,2R,COLE,16346
1-22,CDW,EVERETT,19416
1-27,CDW,NORTH LEEDEY SWD,20917
10 -1,CDW,LITSCH,22964
3-1,CDW,SCHEFFLER,22964
1A,2D,WALLER,22354
1,CDW,OAKWOOD SWD,22383
1,CDW,LEEDEY SOUTH SWD,22383
2,CDW,SULLIVAN,20627
1-8H,2D,ROBERTSON,3186
 1-24,CDW,TALOGA,23255
1,CDW,BLUE STAR 16 SWD,6722
1,CDW,VICI EAST SWD,22383
1,CDW,VICI SWD #1,23795
T43-1,2R,PUTNAM OSWEGO UNIT,18119
1,CDW,ELLEDGE,22078
1,CDW,PODUNK SWD,22383
1,CDW,LIVINGSTON B,23378
1,CDW,DIXIE,20917
1,CDW,HARMON SWD,22383
1-23,2R,BERRYMAN,16711
1-22,CDW,SOUTH ARNETT DISPOSAL,20917
1 SWD,2D,HOSTUTLER,6722
2,2D,DEARING,23943
4-11,2R,EHU,22756
5-2,2R,EAST HARMON UNIT,22756
1-8,CDW,HERBER,23062
1-10,CDW,FRIESEN,22782
1-27,CDW,MEL,22797
1,CDW,PACKSADDLE SWD,22383
1-25,CDW,EVERGREEN,23255
#1-28,CDW,SOUTH ARNETT DISPOSAL,23795
2,2D,"ELLIOTT, CHARLES",19769
1,2D,DULICK,17713
1,2D,HEMKEN,19321
2 SWD,2D,"SCHNAITHMAN ""A""",15874
1,CDW,SATTELMEIER,9052
1C SWD,2D,SEIGLE,5910
2,2D,"WUERFLEIN ""A""",13938
1,CDW,ROBERT BAYLOR,9052
2,2D,HOOVER,18643
1,2D,ST. CLAIR,21029
2,2R,ALBRIGHT,4185
3,2D,CREWS,15670
1-A,2D,MURPHY,15670
2,2R,BANGERTER,19118
3,2D,A.J. BROWN,2057
10,2D,MIESNER,2057
1,2D,JEREB,5910
14C,2D,CREWS HEIRS,15670
1,2D,ESTHER M. WILCOX,19118
1,2D,ZOLLARS,22388
1,2D,VOGT,19904
1-SWD,2D,COZART,21319
1,2D,JACK,18104
14,2D,DIVELEY,18982
82,2R,CK WALKER,19118
11,2D,WISHARD,4185
28-A,CDW,COLLINS,9052
2-SWD,2D,ROBERTS,21672
A 1-35,CDW,HELBERG,22078
2,2R,SGWSU,15510
6,2R,SGWSU,15510
13-3,2R,WELLS,23657
7,2R,S.G.W.S.U.,15510
8,2R,SGWSU,15510
11,2R,CROOK,22446
1,CDW,MARY BROWN SWD,19040
2,2D,KAYE ZALOUDEK,19097
1,CDW,JET,20627
1-14,2D,MARSOLF,13938
1-1,2RSI,FUSKA STUTZ,10941
2-12,2R,SCHNEIDER,23657
2-12,2R,ALICE,23657
1,2D,STAERKEL,15510
4,2R,IVEN,23657
2-7,2R,THOMAS,23657
1,CDW,HAMMER,10578
2,2R,SINGLETON,23657
1,2D,WILD TURKEY,13938
1-4,2D,COTTON-WELCH,17069
19-1,CDW,BLUE STEM,19191
1,CDW,BRYAN SWDW ,21316
B-2,2D,HAYES,19118
2-35,2D,BRUNKEN,3186
1-10,2D,GOTTSCH,16896
77,2D,SCHOOL LAND 64,19118
7-2,2D,THORNE,23485
1,CDW,GRAY,21475
17-1,2D,PROTEUS,22281
1,2D,GREGG,19118
2-26,2D,VENCI SWD,10239
1-3,2D,STOUT,23485
1,2D,MARSHALL EAST SWD,19792
1-23,CDW,EARL,20891
1-27,CDW,SWDW,22143
1-15,2D,TOEWS SWD,23485
1-1,2D,LOMA SWD,22281
1-34 SWD,2D,ZALOUDEK,23485
1-29,CDW,DZ SWD,23358
19-1 SWD,2D,WEBER,22113
7-1 SWD,2D,J & J,22113
27-1,2D,LIMESTONE SWD,23358
21-1 SWD,2D,HOFFMAN,23903
2,CDW,GRAY SWD,23447
1-14D SWD,2D,SMITH,23358
1,2D,PLC 2- SWD,22446
8 SWD,2D,ESTILL,23402
24-1,2D,LIMESTONE SWD,23358
1-24 SWD,2D,WILLIAMS,23358
1-22 SWD,CDW,NIAGRA FALLS,23485
1-24,2D,BADLANDS SWD,22664
1 SWD,2D,GEIHSLER 6-21N-4W,23358
1,2D,BLACK HOLE SWD,16896
1 SWD,2D,WHITENECK TRUST 20-3-12,23358
1-9,2D,CHARLY SWD 2407,22281
1 SWD,2D,JANICE 7-21N-3W,23358
1 SWD,2D,EDWARDS 32-21N-3W ,23358
1-2,2D,FRIDA SWD 2305,22281
1,2D,KINETIC SWD,16896
2-9,2D,CHARLY SWD 2407,22281
1,2D,OTTERHOUND SWD,23072
1-28,2D,ISABELLA SWD 2407,22281
1 SWD,2D,OLMSTEAD 21-21N-3W,23358
27-1 SWD,2D,CAROLYN ,22113
1 SWD,2D,SEBRANEK 1-21N-3W,23358
1-18,2D,JAKE SWD 2406,22281
1-15,2D,KATLEE RAE SWD 2305,22281
1-1,2D,TROY SWD 2408,22281
1-5 SWD,2D,VICTORIA FALLS,23485
10,2D,KOKOJAN 2007 SWD,16896
1 SWD,2D,HEDGES 6-21N-5W,23358
1-34,2D,LISA H SWD 2408,22281
2-18,2D,JAKE SWD 2406,22281
1 SWD,2D,DENKER  ,19118
P15,2R,NE PURDY SPRINGER SAND UNIT A,18934
2,2R,THOMAS PERNELL,18626
1,2D,ALBERT ,16199
1404W,2R,N.E. ROADY II UNIT,18722
1-22,2D,ISAAC,19904
B2,2R,NE PURDY SPRINGER SAND UNIT A,18934
5,2D,FITZGERALD,18626
2,2D,BLANTON,11992
7,2R,THOMAS PERNELL,18626
4,2RSI,PERNELL,24059
1,2D,"ROSE, G. L.    SWD",22550
303,2D,NE ELMORE THIRD DEESE SAND U,18236
4,2D,NETDSU  WSW,18236
M-17D,2D,NE PURDY SPRINGER SAND UNIT A,18934
E-13S,2D,NE PURDY SPRINGER UNIT,18934
H-9D,2D,NE PURDY SPRINGER SAND UNIT A,18934
K-9D,2D,NE PURDY SPRINGER SAND UNIT A,18934
1,2D,MARY AGNES ANDERSON,23802
Q-22,2R,NE PURDY SPRINGER SAND UNIT A,18934
R-21,2R,NE PURDY SPRINGER SAND UNIT,18934
Q-17,2R,N.E. PURDY SPRINGER,18934
1,2D,NABORS,17576
A-5,2D,WEATHERFORD,21003
1,2D,FREEMAN,19169
4,2D,SMITH,18471
1,2D,DRENNAN,14897
1A,2D,GUEST,23711
3,2D,DAUGHEY,23711
1,2D,MAYSVILLE TOWNSITE  SWD,22649
4,2R,BARRETT,18625
6,2D,BARRETT,18625
1,2D,LARSON - CARNELL,15447
3,2D,"HATCHER ""C"" ",19113
2,2D,BELT,18625
4-1,2R,WEST WHITEBEAD UNIT,1259
1-23,2D,GRIMES,15459
3,2R,WHITSON,19499
6,2D,GALBRAITH,19499
1 SWD,2D,MAYS,20904
3,2D,LYLE BUTTERLY,14897
4-4,2R,WEST WHITEBEAD UNIT,1259
13-1,2R,NW BUTTERLY (RUPPE #1),23479
9-1,2R,NW BUTTERLY (H  WATSON #1),23479
11-1,2R,NW BUTTERLY (RUPPE JOHNSON #1),23479
13-1,2R,NW BUTTERLY (WM MORRIS #1),23479
19-1,2R,NW BUTTERLY (ROSA MORRIS #1),23479
1,2D,BLANTON,10239
3,2D,PRINCE,22801
1,2R,WOODS,18626
1,2D,MCKINLEY,14897
11,2D,JANE ROYALTY,4190
3A,2D,GANN,23869
4,2D,GANN,23869
A-1,2D,SMITH,19104
1,2D,"BUTT ""D""",23289
K214,2R,NE PURDY SPRINGER SAND UNIT A,18934
1,CDW,SMITH,22896
1,2R,LEDGERWOOD,23766
    21,2R,HARKREADER                    ,18626
22,2R,HARKREADER,18626
23,2R,HARKREADER,18626
2,2R,HOUSE,18626
2,2R,LANE,23766
1,2R,ROBERTSON,23766
1-15,2D,KENNEDY,21297
2-A,2D,PARK,22792
3,2D,SCRIVNER,22792
1,2D,THUN,23289
1-5,2D,KELLEY,20176
1A,CDW,ROSE,22896
4-3,2R,E CIVIT DYKEMAN SAND UNIT,551
1,2D,TUCKER,18625
2-A,2D,NEUSTADT,6999
1-A,2D,THOMPSON,7818
1,2R,BERNIECE #6 (E CIVIT UNIT),551
1-1,2RSI,STEWART,18104
1-20,2D,T.S. HOLLOWAY,12871
1,2R,BOWIE,551
11,2D,WEBB,20772
P17A,2R,SE BRADLEY UNIT,18934
13,2D,DERDEYN,22792
6,2D,JONES,4190
17-A,2D,SHAMLEY,15447
8,2R,COCHRAN,18626
1,2RSI,DENSMORE,18104
1,2D,G. HICKS,18722
1-36,2R,ALTHA,21820
1,2D,D BEVERS,15757
7-A,2R,HERVEY,18626
8A,2R,HERVEY,22792
1,2D,SMITH B,23794
2-32,2D,MCGREGOR,15734
CP10,2R,TUSSY DEESE UNIT,19113
CPY5,2R,TUSSY DEESE UNIT,19113
35,2D,NE BUTTERLY OIL CREEK UNIT,14897
1,2R,ROACH,22172
12-A,2D,HERVEY,22792
GY8,2R,TUSSY DEESE UNIT,19113
27-2,CDW,NOONER,18265
2-24,2D,MCKINLEY,17592
1-8,2D,HOWARD,12871
1,2D,PHILPOTT,15152
5,2R,GOODE,4190
2A,2D,DOC COLE,7435
11-1,2R,SMITH,23525
15,2R,"R J MAULDIN ""B""",18626
1,2D,BOBBI,19500
36,2R,S.H. COWAN,18626
37,2R,S.H. COWAN,18626
14,2R,P.W. RICHARDSON,18626
9-19,2R,ROBBERSON SKAGGS SAND UNIT,18626
14-6,2R,ROBBERSON SKAGGS SAND UNIT,18626
7,2R,M.L. COWAN,18626
39,2R,S.H. COWAN,18626
2,2D,DRW,17588
40,2R,S.H. COWAN,18626
7,2R,ETTA GIBSON,18626
16,2R,R.J. MAULDIN 'B',18626
2,2D,KIMBRELL,17710
8,2R,M.L. COWAN,18626
42,2R,S.H. COWAN,18626
18,2R,F.H. HARRIS,18626
19,2R,F.H. HARRIS,18626
D-1,2D,SW ANTIOCH GIBSON SAND UNIT,16896
17,2R,"R J MAULDIN ""B""",18626
21,2R,F.H. HARRIS,18626
2 SWD,2D,NEWBERRY,13605
5-5,2D,MCPHERSON,17205
18B,2R,NE PURDY UNIT Q,18934
1,2D,GLENNES WELL,21553
5-29,2D,KNIGHT,22756
1-17,2D,PATSY,18265
4,2R,HOUSE,18626
1-18,CDW,CLINTON,19522
7     ,2R,GIBSON ROSE                   ,18626
22,2R,THOMAS PERNELL,18626
1-34,2D,GABRIEL,15447
1-34,2D,EATHERLY,18625
SWD,2D,WILSON,20386
10    ,2R,ETTA GIBSON                   ,18626
12,2R,ETTA GIBSON,18626
CC-5,2R,TUSSY DEESE UNIT,19113
CHR-8,2R,TUSSY DEESE UNIT,19113
CD-9,2R,TUSSY DEESE UNIT,19113
YY1B,2R,NE PURDY SPRINGER A SAND UNIT,18934
3,2R,RINGER GANN,18626
2-02,2D,NE ROADY II UNIT,11199
17,2R,WALTER ORR,18626
1-4,2D,SHI,19500
CPY-6,2R,TUSSY DEESE UNIT,19113
SH 5,2R,TUSSY DEESE UNIT,19113
CD 10,2R,TUSSY DEESE UNIT,19113
RI 6,2R,TUSSY DEESE UNIT,19113
19,2R,WALTER ORR,18626
11,2R,GIBSON ROSE,18626
2-28,2D,ARTHUR D,23722
4-25,2D,BROOKSHER,18675
SKP-7,2R,TUSSY DEESE UNIT,19113
RP-3,2R,TUSSY DEESE UNIT,19113
CH-7,2R,TUSSY DEESE UNIT,19113
GY-10,2R,TUSSY DEESE UNIT,19113
I-1B,2R,NE PURDY SPRING SAND UNIT,18934
1-21,2R,HOOVER PERMIAN PENN,19467
RS-2,2R,TUSSY DEESE UNIT,19113
6,2R,FREEMAN,18626
SM-4,2R,TUSSY DEESE UNIT,19113
SGR 5,2R,TUSSY DEESE UNIT,19113
N-13-1,2R,NEPSU,18934
I-10-1,2R,NEPSU,18934
12-2,2D,NEPSU K,18934
1,2D,SUSAN COATES,15447
CDI-3,2R,TUSSY DEESE UNIT,19113
CD-13,2R,TUSSY DEESE UNIT,19113
WSW 3,2D,TUSSY DEESE UNIT,19113
4-4,2R,SWMOCU,22708
7,2D,COLLINS-HICKMAN,21553
1 SWD,2D,JAMIE,15447
1-32,2D,MINTER,23709
1-21,CDW,SELMAN,23518
5C,2D,COLE,7435
18-2,2D,MORTON,12358
CD 14,2R,TUSSY DEESE UNIT,19113
SM 5,2R,TUSSY DEESE UNIT,19113
CPT 15,2R,TUSSY DEESE UNIT,19113
2-8,CDW,DENNIS,23518
1,2R,DOUBLE T RANCH,17205
1 SWD,CDW,SOUTH LINDSAY,23518
1-31 SWD,CDW,RIDDLE,22078
2-7,2R,ROBBERSON SKAGGS SAND UNIT,18626
2,2D,TUCKER,2902
1,2D,CIVIT SWD,15447
19,2R,SE BRADLEY 'A'UNIT O-19A,18934
1,2D,DUNCAN,19499
1,2D,INGRAM,19499
1,2RSI,MERRICK TRUST,19169
4,2R,P.W. RICHARDSON,18626
30,2D,S.H. COWAN,18626
2,2D,FERGUSON,23869
2,2R,ANNA RINGER,24059
1,2D,WEST EOLA (WILLENS - MULLICAN),14156
16,2R,HARKREADER ,18626
8,2R,EOLA NW BLOCK MCLISH S UNIT,14156
11,2R,EOLA NW BLOCK MCLISH S UNIT,14156
1,2D,E BRADY UT WSW,18722
8,2D,"DERDEYN  (DOBBINS, C. W.  #1)",24059
2,2R,DOC COLE,22550
6,2R,ROSE,22550
19-1,2R,ENFBU,3653
5-6,2R,ENFBU,3653
A-15,2R,GRANT,22550
7,2R,RUSSELL,22550
4,2D,"GRANT ""A""",22550
SP2,2R,TUSSY DEESE UNIT,19113
TY 1,2R,TUSSY DEESE UNIT,19113
CPA-3,2R,TUSSY DEESE UNIT,19113
CW1,2R,TUSSY DEESE UNIT,19113
KP2,2R,TUSSY DEESE UNIT,19113
CT2,2R,TUSSY DEESE UNIT,19113
4,2R,JONES,16577
1,2D,BATES SALT WATER WELL,17131
CB-S-1,2R,TUSSY DEESE UNIT,19113
2,2D,HECTOR DERDYN,23869
2-18,2D,DERDEYN PONTOTOC SAND UNIT,20774
10,2D,J. BLYTHE,18722
4,2D,GRANT,17046
1-W05,2R,HOOVER PERMIAN PENN UNIT,19467
2-1,2R,HOOVER PERMIAN PENN UNIT,19467
N-18,2R,SEBAU,18934
S-20,2R,SE BRADLEY A UNIT,18934
D-4,2R,NEPSU A,18934
F-4,2R,NEPSU,18934
H3,2R,NEPSSUA (PARR B 3),18934
H-2,2R,NEPSU,18934
K-8,2R,NE PURDY SPRINGER SAND UNIT A,18934
F-6,2R,NE PURDY SPRINGER SAND UNIT A,18934
F-8,2R,NEPSU,18934
H-11,2R,N.E. PURDY,18934
H9,2R,NE PURDY SPRINGER SAND UNIT A,18934
I-10,2R,NE PURDY SPRINGER SAND UNIT A,18934
L11,2R,NE PURDY SPRINGER SAND UNIT A,18934
K-10,2R,NE PURDY SPRINGER SAND UNIT A,18934
J-11,2R,NE PURDY SPRINGER SAND UNIT A,18934
J-9,2R,NE PURDY SPRINGER SAND UNIT A,18934
L9,2R,NE PURDY SPRINGER SAND UNIT A,18934
N-11W,2R,NEPSU,18934
O-12,2R,NE PURDY SPRINGER SAND UNIT A,18934
3,2D,ALLRED,4641
1A,2D,HURST,18625
B-4,2D,CHISHOLM,21377
1,2D,"NEILL, O. E.",21003
5,2D,CLARENCE LACY,22649
2,2R,BETTIE PITCHLYNN,11938
5-1,2R,WASHITA RIVER PENN SAND(OW PAT,3186
77,2D,SWAGSU,16896
D-62,2D,SW ANTIOCH GIBSON SAND UNIT,16896
34,2R,SW ANTIOCH GIBSON SAND UNIT,16896
50,2D,S.W. ANTIOCH GIBSON S.U.,16896
1,2D,HYRE,16662
22,2D,SWAGSU,16896
3,2D,L.M. JOHNSTON,21003
1,CDW,MITCHELL,18010
N-21,2R,NEPSU,18934
P-21,2R,NE PURDY UNIT,18934
N17,2R,NE PURDY SPRINGER SAND UNIT A,18934
M-18,2R,NE PURDY SPRINGER SAND UNIT A,18934
0-17,2R,N.E. PURDY SPRINGER,18934
P-18,2R,N.E. PURDY SPRINGER,18934
P17,2R,NE PURDY SPRINGER SAND UNIT A,18934
N-20D,2D,N.E. PURDY UNITS,18934
N-19,2R,NEPSSUA,18934
P-19,2R,NE PURDY SPRINGER SAND UNIT A,18934
13,2R,N.E. PURDY H,18934
G14,2R,NE PURDY SPRINGER SAND UNIT,18934
1-16,2R,NE PURDY SPRINGER A,18934
L13,2R,NE PURDY SPRINGER SAND UNIT A,18934
J13,2R,NE PURDY SPRINGER SAND UNIT A,18934
N13,2R,NE PURDY SPRINGER SAND UNIT A,18934
P-16,2R,N.E. PURDY SPRINGER,18934
N-15,2R,N.E. PURDY SPRINGER,18934
R-19,2R,NE PURDY SPRINGER A,18934
2,2R,BEDDO,14156
1,2R,S.E.HOOVER UT(YOUNGBLOOD/SPG 2,22756
1,2D,SE EOLA    ( FIELDS uNIT 1),14156
19,2R,NW EOLA ,14156
5,2R,EOLA NW BLOCK MCLISH S UNIT,14156
1,2D,LUKE,24059
3-3,2R,ENFBU,3653
W1-I,2R,BPU TRACT 2,11739
W2-1,2R,BPU TRACT 5,11739
1,CDW,BRADLEY SWD,22078
1,2D,CARTER-KERNS\NORTH KNOX SWD,11739
W3-1,2R,BPU TRACT 5,11739
78-1,2R,NE VERDEN UNIT,22220
70-1,2R,NE VERDEN UNIT,22220
26-1,2R,NW CHITWOOD UNIT,21279
33-1,2R,NW CHITWOOD,21279
1-S,2D,S.E. BRADLEY D UNIT,23839
62-1,2R,NE VERDEN UNIT (EPA REGULATED),22220
34-1,2D,NW CHITWOOD,21279
27-1,2R,NW CHITWOOD,21279
64-1,2R,NE VERDEN UNIT (GUY POSTELLE 1,22220
56-1,2R,N.E. VERDEN UNIT,22220
35-1,2R,NE VERDEN UNIT,22220
71-1,2R,NE VERDEN UNIT,22220
1,2D,SE KNOX WSW,23860
34-1,2R,NE VERDEN UNIT,22220
33-1,2R,NE VERDEN UNIT,22220
58-1,2R,NE VERDEN UNIT,22220
51-1,2R,NE VERDEN UNIT,22220
1A-23,2R,MUTZ,23271
66-1,2R,NE VERDEN UNIT,22220
60-1,2R,NE VERDEN UNIT,22220
58-1,2R,NORGE-MARCHAND UNIT ,23577
32-1,2R,NE VERDEN UNIT,22220
29-1,2R,NE VERDEN UNIT,22220
48-1,2R,N.E. VERDEN UNIT,22220
49-1,2R,NORGE MARCHAND UNIT,23577
50-1,2R,NMU,23577
52-1,2R,NORGE-MARCHAND ,23577
19-1,2R,N.E. VERDEN,22220
17-1,2R,NE  VERDEN UNIT,22220
45-1,2R,NORGE MARCHAND UNIT,23577
33-1,2R,NORGE MARCHAND UNIT,23577
37-1,2R,NMU,23577
25-1,2R,NORGE MARCHAND UNIT,23577
36-1,2R,NMU,23577
15-1,2R,NE VERDEN UT (C. CHILES #1),22220
2-2,2R,NW CHITWOOD UNIT TR.,21279
8-1,2R,NW CHITWOOD UNIT,21279
5-1,2R,S MIDDLEBURG BOYD SAND UNIT,22388
7-2,2D,NORGE MARCHAND,23577
15-2,2D,NORGE MARCHAND,23577
2-24,2D,WOODS CORP. ET AL,18890
1,CDW,CHANDLER,15608
49-2,2R,NORGE MARCHAND UNIT,23577
4-2,2R,NORGE MARCHAND UNIT,23577
7,2D,NATIONS,23860
51-2,2R,NORGE MARCHAND UNIT,23577
1-20,CDW,WILIAMS,22078
2,2D,PURSEY,18650
1-9,2D,SEWELL,14635
20-1,2R,NW CHITWOOD UNIT,21279
51-3,2R,NMU,23577
23-A,2D,CUNNINGHAM,22851
37-4,2R,NORGE MARCHAND UNIT,23577
36-3,2R,NORGE MARCHAND UNIT,23577
46-2,2R,NORGE MARCHAND UNIT,23577
1-17,CDW,REICHARDT,21515
2-23,2R,WALTERS   UT#398020,22756
8-23,2R,RSMU (MILEUR A-1),22756
24-1,2R,NW CHITWOOD,21279
1-1,2D,BUTLER,19522
23-2,2R,NORGE MARCHAND UNIT,23577
3,2R,WALTERS,22756
1-17,2D,MCCASLAND,17874
15-1,2R,NW CHITWOOD,21279
46-2,2R,NE VERDEN UNIT,22220
3-26,2R,RSMU (MILEUR 1-26),22756
24-A,2R,BENTLEY   (RSMU #8-24),22756
8-25,2R,RSMU (WALTERS 13-25),22756
4-25,2R,RSMU (WALTERS 32-25),22756
11-25,2R,RSMU (AUSTIN),22756
2,2D,RYANS,19836
1-24,2R,RSMU (HENRY 24-A),22756
4,CDW,STONE,19381
4,2R,HUTSON,19522
32-2,2R,N.W. CHITWOOD,21279
1-36,2D,PALMER,20962
2-W4I,2R,HORTON PERMIAN UNIT,11739
1,CDW,VERDEN,22078
11-23,2R,RSMU,22756
18-4,2R,NW CHITWOOD,21279
1-35,CDW,FEMCO,22078
1-36,CDW,WAYNE HILL,15608
10-24,2R,RSMU,22756
W3-I,2R,BPU TRACT 7 (GARIS 1-17),11739
35-3,2R,NMU,23577
25-3,2R,NORGE MARCHAND UNIT,23577
50-4,2R,NORGE MARCHAND UNIT,23577
52-3,2R,NORGE MARCHAND UNIT,23577
49-4,2R,NORGE MARCHAND UNIT,23577
36-4,2R,NORGE MARCHAND UNIT,23577
44-3,2R,NMU,23577
2,CDW,RILEY,23729
1,CDW,PISTOL PETE SWD ,21515
59-4,2R,NORGE-MARCHAND UNIT ,23577
1,CDW,ALEX SWD,23996
1,CDW,COLBALT ALEX SWD,23434
1,CDW,BRIARWOOD SWD,18880
1,CDW,COLBALT POCASSET SWD,23434
19-1,2R,NW CHITWOOD UNIT,21279
7,2D,GOODWIN,22182
1,2R,MARLIN BILLY,23271
1,2R,IRVIN H. KIEPE,23271
L14,2R,SE BRADLEY A UNIT (BOUGHER #2),18934
P-12,2R,SEBU,18934
O-10,2R,"S.E. BRADLEY ""A"" UNIT",18934
M-12 D,2D,SE BRADLEY UNIT,18934
N11,2R,SE BRADLEY A UNIT (KIRK #1),18934
O-15,2R,SE BRADLEY A UNIT,18934
N-16,2R,S.E. BRADLEY A,18934
N-14,2R,"S.E. BRADLEY ""A"" UNIT",18934
M-15,2R,"S.E. BRADLEY ""A"" UNIT",18934
P-16,2R,"SE BRADLEY UNIT ""A""",18934
P-14,2R,"S.E. BRADLEY ""A"" UNIT",18934
O13,2R,SOUTHEAST BRADLEY A UNIT,18934
M-13,2R,"S.E. BRADLEY ""A"" UNIT",18934
R-13,2R,SE BRADLEY A UNIT,18934
Q-9,2R,SE BRADLEY B UNIT,18934
Q-11,2R,SEBU,18934
R-11,2R,SE BRADLEY A UNIT,18934
7,2D,HAVENS,8687
2,2D,BENNETT,20156
2,2D,PARKS,6390
W3-I,2R,BPU TRACT 3,11739
W2-I,2R,BPU TRACT 11,11739
W1-I,2R,BPU TRACT 14B,11739
W4-I,2R,BPU TRACT 14B,11739
W2-I,2R,BPU TRACT 1B,11739
W2-I,2R,BPU TRACT 7,11739
W1-I,2R,BPU TRACT 4A,11739
2,2D,W.D. HARRISON,19382
1A,2D,COSTELLO,11739
6,2D,"SLEDGE, OLEN  ""A""",14156
W-2I,2R,HORTON PERMIAN UNIT TR 4,11739
7-2I,2R,HORTON PERMIAN UNIT,11739
W1-I,2R,BPU TRACT 10,11739
W1-I,2R,BPU TRACT 12,11739
W2-I,2R,BPU TRACT 13,11739
W5-I,2R,BPU TRACT 11,11739
W-1,2R,HORTON PERMIAN UNIT TR 5,11739
2,2D,"MCLAUGHLIN, ADA",19522
A-1,2D,"MULLICAN, H.N.",1680
9,2D,RAY HARRISON,11739
1,2D,HARRISON,19382
1,2D,BURRUSS,19996
6-1,2R,NW CHITWOOD,21279
1,CDW,DUNNELL,15363
1,2D,DIXON,15271
14-3,2R,SW WAKITA UNIT,17728
2,2D,O.C. FITHIAN,19769
28-1,2R,HAWLEY WEST UNIT,17728
37-2,2R,HAWLEY WEST UNIT,17728
26-1,2R,HAWLEY WEST UNIT,17728
25-1,2R,HAWLEY WEST UNIT,17728
